time,temperature_2m,relative_humidity_2m,rain,snowfall,wind_speed_10m,wind_speed_100m,cloud_cover,weather_code,precipitation,pressure_msl,surface_pressure,shortwave_radiation,vapour_pressure_deficit,direct_radiation
2023-04-04 00:00:00+00:00,13.9,66,0.0,0.0,15.1,30.9,0,0,0.0,1014.4,1007.7,0.0,0.54,0.0
2023-04-04 01:00:00+00:00,13.4,68,0.0,0.0,14.7,30.1,0,0,0.0,1014.4,1007.7,0.0,0.49,0.0
2023-04-04 02:00:00+00:00,12.9,72,0.0,0.0,13.5,28.5,0,0,0.0,1014.4,1007.6,0.0,0.42,0.0
2023-04-04 03:00:00+00:00,12.4,76,0.0,0.0,12.7,27.6,6,0,0.0,1014.6,1007.8,0.0,0.35,0.0
2023-04-04 04:00:00+00:00,12.2,79,0.0,0.0,12.2,26.6,3,0,0.0,1014.8,1008.0,0.0,0.3,0.0
2023-04-04 05:00:00+00:00,12.0,82,0.0,0.0,10.6,23.1,3,0,0.0,1015.1,1008.3,0.0,0.25,0.0
2023-04-04 06:00:00+00:00,11.3,86,0.0,0.0,7.0,19.0,8,0,0.0,1016.0,1009.2,0.0,0.19,0.0
2023-04-04 07:00:00+00:00,12.7,81,0.0,0.0,8.5,18.5,0,0,0.0,1016.2,1009.4,75.0,0.28,44.0
2023-04-04 08:00:00+00:00,15.1,73,0.0,0.0,5.6,9.9,0,0,0.0,1016.4,1009.7,259.0,0.46,191.0
2023-04-04 09:00:00+00:00,17.2,66,0.0,0.0,5.8,8.5,0,0,0.0,1016.4,1009.7,456.0,0.67,370.0
2023-04-04 10:00:00+00:00,19.4,58,0.0,0.0,3.7,5.4,0,0,0.0,1016.6,1010.0,631.0,0.94,533.0
2023-04-04 11:00:00+00:00,21.0,51,0.0,0.0,1.8,2.7,0,0,0.0,1016.5,1009.9,760.0,1.22,657.0
2023-04-04 12:00:00+00:00,22.5,45,0.0,0.0,3.0,4.0,0,0,0.0,1016.1,1009.5,835.0,1.49,729.0
2023-04-04 13:00:00+00:00,23.6,44,0.0,0.0,5.8,8.0,0,0,0.0,1015.5,1009.0,848.0,1.64,742.0
2023-04-04 14:00:00+00:00,24.5,43,0.0,0.0,6.4,9.0,0,0,0.0,1015.3,1008.8,798.0,1.74,694.0
2023-04-04 15:00:00+00:00,24.9,44,0.0,0.0,5.9,8.8,3,0,0.0,1014.8,1008.3,684.0,1.78,579.0
2023-04-04 16:00:00+00:00,25.3,43,0.0,0.0,5.9,8.7,19,0,0.0,1014.6,1008.1,527.0,1.84,430.0
2023-04-04 17:00:00+00:00,24.4,59,0.0,0.0,3.7,8.1,10,0,0.0,1014.8,1008.3,308.0,1.26,221.0
2023-04-04 18:00:00+00:00,22.1,65,0.0,0.0,6.8,14.3,3,0,0.0,1015.1,1008.5,139.0,0.93,89.0
2023-04-04 19:00:00+00:00,21.7,63,0.0,0.0,5.6,10.0,21,1,0.0,1015.3,1008.7,13.0,0.96,5.0
2023-04-04 20:00:00+00:00,19.3,73,0.0,0.0,11.7,19.3,24,1,0.0,1016.1,1009.5,0.0,0.61,0.0
2023-04-04 21:00:00+00:00,18.0,77,0.0,0.0,12.3,24.5,58,2,0.0,1016.8,1010.1,0.0,0.47,0.0
2023-04-04 22:00:00+00:00,17.8,79,0.0,0.0,12.9,27.5,98,3,0.0,1017.1,1010.4,0.0,0.43,0.0
2023-04-04 23:00:00+00:00,17.4,83,0.0,0.0,12.1,24.8,100,3,0.0,1017.2,1010.5,0.0,0.34,0.0
2023-04-05 00:00:00+00:00,16.6,87,0.0,0.0,11.3,23.2,100,3,0.0,1017.9,1011.2,0.0,0.24,0.0
2023-04-05 01:00:00+00:00,16.4,87,0.0,0.0,10.9,23.5,100,3,0.0,1018.0,1011.3,0.0,0.23,0.0
2023-04-05 02:00:00+00:00,16.2,87,0.0,0.0,11.4,24.2,100,3,0.0,1018.0,1011.3,0.0,0.25,0.0
2023-04-05 03:00:00+00:00,16.0,87,0.0,0.0,11.2,23.8,90,3,0.0,1018.0,1011.3,0.0,0.24,0.0
2023-04-05 04:00:00+00:00,15.7,89,0.0,0.0,10.6,21.4,61,2,0.0,1018.1,1011.4,0.0,0.2,0.0
2023-04-05 05:00:00+00:00,15.1,92,0.0,0.0,11.6,23.4,86,3,0.0,1018.4,1011.7,0.0,0.13,0.0
2023-04-05 06:00:00+00:00,14.8,94,0.0,0.0,11.0,23.1,98,3,0.0,1019.1,1012.4,1.0,0.11,0.0
2023-04-05 07:00:00+00:00,15.6,92,0.0,0.0,7.4,17.7,81,3,0.0,1019.5,1012.8,76.0,0.14,39.0
2023-04-05 08:00:00+00:00,18.5,82,0.0,0.0,6.8,13.4,96,3,0.0,1019.2,1012.5,256.0,0.38,186.0
2023-04-05 09:00:00+00:00,21.2,74,0.0,0.0,8.0,11.5,100,3,0.0,1019.2,1012.6,433.0,0.65,342.0
2023-04-05 10:00:00+00:00,23.5,67,0.0,0.0,10.4,14.7,100,3,0.0,1019.2,1012.7,541.0,0.95,315.0
2023-04-05 11:00:00+00:00,25.5,61,0.0,0.0,14.2,20.5,100,3,0.0,1018.4,1011.9,672.0,1.27,431.0
2023-04-05 12:00:00+00:00,27.0,56,0.0,0.0,18.6,27.1,100,3,0.0,1017.7,1011.2,765.0,1.58,550.0
2023-04-05 13:00:00+00:00,28.8,44,0.0,0.0,21.3,32.0,75,2,0.0,1017.2,1010.8,789.0,2.2,585.0
2023-04-05 14:00:00+00:00,29.4,42,0.0,0.0,20.5,30.5,97,3,0.0,1016.6,1010.2,734.0,2.38,596.0
2023-04-05 15:00:00+00:00,29.4,41,0.0,0.0,20.0,30.5,100,3,0.0,1016.4,1010.0,611.0,2.4,491.0
2023-04-05 16:00:00+00:00,29.0,43,0.0,0.0,17.1,27.5,98,3,0.0,1015.9,1009.5,448.0,2.28,332.0
2023-04-05 17:00:00+00:00,28.0,47,0.0,0.0,13.0,23.5,100,3,0.0,1015.9,1009.5,290.0,2.01,181.0
2023-04-05 18:00:00+00:00,25.5,55,0.0,0.0,12.5,25.6,99,3,0.0,1016.5,1010.0,117.0,1.48,41.0
2023-04-05 19:00:00+00:00,24.0,61,0.0,0.0,14.9,28.9,100,3,0.0,1016.0,1009.5,13.0,1.15,3.0
2023-04-05 20:00:00+00:00,24.2,59,0.0,0.0,18.8,35.6,100,3,0.0,1016.5,1010.0,0.0,1.24,0.0
2023-04-05 21:00:00+00:00,24.4,58,0.0,0.0,18.1,34.3,100,3,0.0,1017.1,1010.6,0.0,1.27,0.0
2023-04-05 22:00:00+00:00,23.9,60,0.0,0.0,17.8,33.6,100,3,0.0,1016.9,1010.4,0.0,1.19,0.0
2023-04-05 23:00:00+00:00,23.5,61,0.0,0.0,15.3,30.4,95,3,0.0,1017.6,1011.1,0.0,1.12,0.0
2023-04-06 00:00:00+00:00,22.8,65,0.0,0.0,14.1,28.2,100,3,0.0,1019.2,1012.6,0.0,0.98,0.0
2023-04-06 01:00:00+00:00,21.4,73,0.0,0.0,8.6,18.8,100,3,0.0,1019.0,1012.4,0.0,0.7,0.0
2023-04-06 02:00:00+00:00,19.9,80,0.0,0.0,9.4,18.9,100,3,0.0,1018.6,1012.0,0.0,0.46,0.0
2023-04-06 03:00:00+00:00,19.1,83,0.0,0.0,8.4,17.0,100,3,0.0,1018.6,1012.0,0.0,0.38,0.0
2023-04-06 04:00:00+00:00,18.2,87,0.0,0.0,5.0,13.9,87,3,0.0,1018.7,1012.0,0.0,0.27,0.0
2023-04-06 05:00:00+00:00,17.7,88,0.0,0.0,5.0,13.2,98,3,0.0,1019.1,1012.4,0.0,0.24,0.0
2023-04-06 06:00:00+00:00,17.2,90,0.0,0.0,4.7,12.7,99,3,0.0,1020.0,1013.3,1.0,0.2,0.0
2023-04-06 07:00:00+00:00,18.2,85,0.0,0.0,3.8,6.9,100,3,0.0,1020.1,1013.4,65.0,0.31,22.0
2023-04-06 08:00:00+00:00,18.9,84,0.0,0.0,6.5,12.6,88,3,0.0,1020.9,1014.2,66.0,0.36,0.0
2023-04-06 09:00:00+00:00,22.2,69,0.0,0.0,4.7,8.6,100,3,0.0,1021.4,1014.8,318.0,0.84,147.0
2023-04-06 10:00:00+00:00,22.6,67,0.0,0.0,0.8,1.5,43,1,0.0,1021.3,1014.7,230.0,0.92,0.0
2023-04-06 11:00:00+00:00,26.2,52,0.0,0.0,4.7,6.8,75,2,0.0,1020.7,1014.2,722.0,1.63,581.0
2023-04-06 12:00:00+00:00,28.0,45,0.0,0.0,8.4,12.0,72,2,0.0,1020.2,1013.7,801.0,2.08,666.0
2023-04-06 13:00:00+00:00,29.1,42,0.0,0.0,12.9,18.5,67,2,0.0,1019.6,1013.2,770.0,2.33,597.0
2023-04-06 14:00:00+00:00,25.5,58,0.3,0.0,8.6,12.6,89,51,0.3,1019.6,1013.1,436.0,1.37,223.0
2023-04-06 15:00:00+00:00,24.0,65,0.1,0.0,11.7,17.9,100,51,0.1,1019.3,1012.8,353.0,1.05,160.0
2023-04-06 16:00:00+00:00,21.0,84,3.0,0.0,15.3,25.1,100,63,3.0,1019.6,1013.0,156.0,0.39,0.0
2023-04-06 17:00:00+00:00,20.0,99,0.6,0.0,7.0,17.5,100,53,0.6,1020.6,1014.0,58.0,0.01,0.0
2023-04-06 18:00:00+00:00,19.7,90,0.4,0.0,15.5,26.9,100,51,0.4,1021.4,1014.8,47.0,0.24,0.0
2023-04-06 19:00:00+00:00,17.1,91,0.0,0.0,15.6,28.7,100,3,0.0,1022.4,1015.7,7.0,0.18,0.0
2023-04-06 20:00:00+00:00,16.1,86,0.9,0.0,16.2,28.4,100,53,0.9,1023.4,1016.7,0.0,0.25,0.0
2023-04-06 21:00:00+00:00,15.4,75,0.0,0.0,15.0,26.1,100,3,0.0,1024.6,1017.8,0.0,0.43,0.0
2023-04-06 22:00:00+00:00,14.9,61,0.0,0.0,14.8,26.6,97,3,0.0,1025.3,1018.5,0.0,0.66,0.0
2023-04-06 23:00:00+00:00,13.9,58,0.0,0.0,17.1,29.8,98,3,0.0,1026.0,1019.2,0.0,0.67,0.0
2023-04-07 00:00:00+00:00,13.2,57,0.0,0.0,16.8,29.5,52,2,0.0,1026.4,1019.6,0.0,0.65,0.0
2023-04-07 01:00:00+00:00,12.1,58,0.0,0.0,15.4,27.9,58,2,0.0,1026.5,1019.6,0.0,0.6,0.0
2023-04-07 02:00:00+00:00,11.4,55,0.0,0.0,12.6,24.0,58,2,0.0,1026.5,1019.6,0.0,0.6,0.0
2023-04-07 03:00:00+00:00,11.1,50,0.0,0.0,11.8,22.9,100,3,0.0,1026.8,1019.9,0.0,0.66,0.0
2023-04-07 04:00:00+00:00,11.1,43,0.0,0.0,12.6,23.8,100,3,0.0,1026.9,1020.0,0.0,0.75,0.0
2023-04-07 05:00:00+00:00,11.1,38,0.0,0.0,13.9,24.9,100,3,0.0,1027.7,1020.8,0.0,0.82,0.0
2023-04-07 06:00:00+00:00,10.6,37,0.0,0.0,13.4,23.5,100,3,0.0,1028.5,1021.6,0.0,0.81,0.0
2023-04-07 07:00:00+00:00,11.7,44,0.0,0.0,11.1,19.2,100,3,0.0,1029.4,1022.5,17.0,0.78,0.0
2023-04-07 08:00:00+00:00,11.6,43,0.0,0.0,10.2,17.5,100,3,0.0,1029.5,1022.6,34.0,0.78,0.0
2023-04-07 09:00:00+00:00,11.7,40,0.1,0.0,10.5,16.4,100,51,0.1,1030.3,1023.4,86.0,0.82,1.0
2023-04-07 10:00:00+00:00,11.6,41,0.0,0.0,8.2,12.4,100,3,0.0,1031.0,1024.1,86.0,0.8,0.0
2023-04-07 11:00:00+00:00,11.9,42,0.0,0.0,8.4,12.5,100,3,0.0,1030.8,1023.9,139.0,0.81,7.0
2023-04-07 12:00:00+00:00,12.6,38,0.0,0.0,9.3,13.2,100,3,0.0,1030.4,1023.5,234.0,0.9,7.0
2023-04-07 13:00:00+00:00,12.6,35,0.0,0.0,9.4,13.7,100,3,0.0,1029.8,1022.9,230.0,0.95,20.0
2023-04-07 14:00:00+00:00,12.1,36,0.0,0.0,8.2,12.5,100,3,0.0,1029.6,1022.7,133.0,0.9,7.0
2023-04-07 15:00:00+00:00,12.0,39,0.0,0.0,5.5,8.7,100,3,0.0,1028.7,1021.8,97.0,0.86,1.0
2023-04-07 16:00:00+00:00,12.1,40,0.0,0.0,5.0,8.0,100,3,0.0,1028.4,1021.5,110.0,0.85,1.0
2023-04-07 17:00:00+00:00,11.7,47,0.0,0.0,4.7,9.1,100,3,0.0,1028.2,1021.3,62.0,0.73,7.0
2023-04-07 18:00:00+00:00,11.4,51,0.0,0.0,5.2,11.1,100,3,0.0,1028.1,1021.2,58.0,0.67,2.0
2023-04-07 19:00:00+00:00,10.1,43,0.0,0.0,6.5,12.2,100,3,0.0,1028.9,1022.0,4.0,0.7,0.0
2023-04-07 20:00:00+00:00,9.5,48,0.0,0.0,6.6,14.2,100,3,0.0,1029.6,1022.7,0.0,0.62,0.0
2023-04-07 21:00:00+00:00,8.7,52,0.0,0.0,7.8,15.8,100,3,0.0,1030.0,1023.0,0.0,0.54,0.0
2023-04-07 22:00:00+00:00,8.5,54,0.0,0.0,8.1,16.4,100,3,0.0,1030.1,1023.1,0.0,0.52,0.0
2023-04-07 23:00:00+00:00,8.5,51,0.0,0.0,11.5,24.8,100,3,0.0,1029.8,1022.8,0.0,0.54,0.0
2023-04-08 00:00:00+00:00,8.2,41,0.0,0.0,12.2,24.1,100,3,0.0,1030.2,1023.2,0.0,0.65,0.0
2023-04-08 01:00:00+00:00,7.7,39,0.0,0.0,12.2,23.8,100,3,0.0,1030.4,1023.4,0.0,0.64,0.0
2023-04-08 02:00:00+00:00,7.2,40,0.0,0.0,12.6,24.0,100,3,0.0,1030.6,1023.6,0.0,0.61,0.0
2023-04-08 03:00:00+00:00,6.6,42,0.0,0.0,13.4,24.5,100,3,0.0,1031.1,1024.1,0.0,0.57,0.0
2023-04-08 04:00:00+00:00,5.8,46,0.0,0.0,11.9,22.4,100,3,0.0,1031.6,1024.6,0.0,0.5,0.0
2023-04-08 05:00:00+00:00,5.2,51,0.0,0.0,10.4,19.6,100,3,0.0,1032.3,1025.2,0.0,0.44,0.0
2023-04-08 06:00:00+00:00,4.7,53,0.0,0.0,10.8,20.4,100,3,0.0,1033.3,1026.2,1.0,0.4,0.0
2023-04-08 07:00:00+00:00,5.8,56,0.0,0.0,9.5,17.1,100,3,0.0,1033.8,1026.7,66.0,0.41,8.0
2023-04-08 08:00:00+00:00,6.6,48,0.0,0.0,11.2,16.1,100,3,0.0,1034.5,1027.5,211.0,0.5,61.0
2023-04-08 09:00:00+00:00,7.5,46,0.0,0.0,9.2,12.8,100,3,0.0,1034.7,1027.7,375.0,0.56,144.0
2023-04-08 10:00:00+00:00,8.6,42,0.0,0.0,9.7,13.3,100,3,0.0,1034.1,1027.1,500.0,0.65,213.0
