time,temperature_2m,relative_humidity_2m,rain,snowfall,wind_speed_10m,wind_speed_100m,cloud_cover,weather_code,precipitation,pressure_msl,surface_pressure,shortwave_radiation,vapour_pressure_deficit,direct_radiation
2025-02-14 00:00:00+00:00,0.4,60,0.0,0.0,27.5,46.3,16,0,0.0,1028.4,1021.2,0.0,0.26,0.0
2025-02-14 01:00:00+00:00,0.1,63,0.0,0.0,26.4,44.5,41,1,0.0,1029.7,1022.5,0.0,0.23,0.0
2025-02-14 02:00:00+00:00,-0.2,64,0.0,0.0,24.3,41.0,11,0,0.0,1030.7,1023.5,0.0,0.22,0.0
2025-02-14 03:00:00+00:00,-1.0,59,0.0,0.0,23.5,39.5,14,0,0.0,1032.0,1024.8,0.0,0.23,0.0
2025-02-14 04:00:00+00:00,-1.8,60,0.0,0.0,17.2,30.2,14,0,0.0,1032.9,1025.6,0.0,0.22,0.0
2025-02-14 05:00:00+00:00,-2.8,48,0.0,0.0,20.9,36.4,0,0,0.0,1034.6,1027.3,0.0,0.26,0.0
2025-02-14 06:00:00+00:00,-3.8,51,0.0,0.0,16.6,29.8,0,0,0.0,1035.7,1028.4,0.0,0.23,0.0
2025-02-14 07:00:00+00:00,-4.5,56,0.0,0.0,11.8,22.5,0,0,0.0,1037.0,1029.6,0.0,0.19,0.0
2025-02-14 08:00:00+00:00,-2.1,56,0.0,0.0,12.6,22.7,0,0,0.0,1037.5,1030.2,53.0,0.23,32.0
2025-02-14 09:00:00+00:00,-0.8,50,0.0,0.0,15.5,23.0,0,0,0.0,1038.4,1031.1,227.0,0.29,166.0
2025-02-14 10:00:00+00:00,-0.2,46,0.0,0.0,16.0,22.7,0,0,0.0,1039.1,1031.8,407.0,0.33,328.0
2025-02-14 11:00:00+00:00,0.6,44,0.0,0.0,14.6,20.4,0,0,0.0,1039.1,1031.9,550.0,0.36,460.0
2025-02-14 12:00:00+00:00,1.2,43,0.0,0.0,15.7,21.9,0,0,0.0,1038.4,1031.2,639.0,0.38,544.0
2025-02-14 13:00:00+00:00,2.0,40,0.0,0.0,16.0,22.4,18,0,0.0,1037.4,1030.2,665.0,0.42,569.0
