model,horizon,slice_type,slice_value,n_samples,slice_mae,baseline_mae,relative_diff,pct_deviation,flagged
xgboost,12,zone,US-MIDA-PJM,2184,27.488,39.9707,-0.3123,-31.2%,True
xgboost,12,zone,US-NW-PACW,2184,52.4535,39.9707,0.3123,+31.2%,True
xgboost,12,season,Fall,2928,40.3891,39.9707,0.0105,+1.0%,False
xgboost,12,season,Winter,1440,39.1201,39.9707,-0.0213,-2.1%,False
xgboost,12,carbon_bucket,High (350-500),1681,31.3674,39.9707,-0.2152,-21.5%,True
xgboost,12,carbon_bucket,Low (100-200),476,55.0655,39.9707,0.3776,+37.8%,True
xgboost,12,carbon_bucket,Medium (200-350),1909,44.8399,39.9707,0.1218,+12.2%,False
xgboost,12,carbon_bucket,Very High (500+),267,28.7313,39.9707,-0.2812,-28.1%,True
xgboost,12,carbon_bucket,Very Low (0-100),35,68.0476,39.9707,0.7024,+70.2%,True
xgboost,12,weather_condition,Cold (< 5C),996,31.6557,39.9707,-0.208,-20.8%,True
xgboost,12,weather_condition,Mild (5-20C),3251,42.7967,39.9707,0.0707,+7.1%,False
xgboost,12,weather_condition,Hot (>= 20C),121,32.4889,39.9707,-0.1872,-18.7%,False
xgboost,12,weather_condition,Windy (>= 10 m/s),3428,38.6389,39.9707,-0.0333,-3.3%,False
xgboost,12,weather_condition,Calm (< 10 m/s),940,44.8278,39.9707,0.1215,+12.2%,False
xgboost,12,weather_condition,Overcast (>= 75%),2592,42.8643,39.9707,0.0724,+7.2%,False
xgboost,12,weather_condition,Clear (< 25%),1147,33.4718,39.9707,-0.1626,-16.3%,False
