model,horizon,slice_type,slice_value,n_samples,slice_mae,baseline_mae,relative_diff,pct_deviation,flagged
lightgbm,12,zone,US-MIDA-PJM,2184,20.7184,35.805,-0.4214,-42.1%,True
lightgbm,12,zone,US-NW-PACW,2184,50.8916,35.805,0.4214,+42.1%,True
lightgbm,12,season,Fall,2928,35.5129,35.805,-0.0082,-0.8%,False
lightgbm,12,season,Winter,1440,36.3989,35.805,0.0166,+1.7%,False
lightgbm,12,carbon_bucket,High (350-500),1681,25.0424,35.805,-0.3006,-30.1%,True
lightgbm,12,carbon_bucket,Low (100-200),476,55.6924,35.805,0.5554,+55.5%,True
lightgbm,12,carbon_bucket,Medium (200-350),1909,41.7746,35.805,0.1667,+16.7%,False
lightgbm,12,carbon_bucket,Very High (500+),267,22.1541,35.805,-0.3813,-38.1%,True
lightgbm,12,carbon_bucket,Very Low (0-100),35,60.7864,35.805,0.6977,+69.8%,True
lightgbm,12,weather_condition,Cold (< 5C),996,26.3635,35.805,-0.2637,-26.4%,True
lightgbm,12,weather_condition,Mild (5-20C),3251,39.0107,35.805,0.0895,+9.0%,False
lightgbm,12,weather_condition,Hot (>= 20C),121,27.3905,35.805,-0.235,-23.5%,True
lightgbm,12,weather_condition,Windy (>= 10 m/s),3428,34.465,35.805,-0.0374,-3.7%,False
lightgbm,12,weather_condition,Calm (< 10 m/s),940,40.6916,35.805,0.1365,+13.6%,False
lightgbm,12,weather_condition,Overcast (>= 75%),2592,37.6433,35.805,0.0513,+5.1%,False
lightgbm,12,weather_condition,Clear (< 25%),1147,30.2568,35.805,-0.155,-15.5%,False
