model,horizon,slice_type,slice_value,n_samples,slice_mae,baseline_mae,relative_diff,pct_deviation,flagged
xgboost_mitigated,6,zone,US-MIDA-PJM,2184,26.8947,35.7462,-0.2476,-24.8%,True
xgboost_mitigated,6,zone,US-NW-PACW,2184,44.5978,35.7462,0.2476,+24.8%,True
xgboost_mitigated,6,season,Fall,2928,35.9079,35.7462,0.0045,+0.5%,False
xgboost_mitigated,6,season,Winter,1440,35.4174,35.7462,-0.0092,-0.9%,False
xgboost_mitigated,6,carbon_bucket,High (350-500),1681,30.7883,35.7462,-0.1387,-13.9%,False
xgboost_mitigated,6,carbon_bucket,Low (100-200),476,39.6097,35.7462,0.1081,+10.8%,False
xgboost_mitigated,6,carbon_bucket,Medium (200-350),1909,39.7751,35.7462,0.1127,+11.3%,False
xgboost_mitigated,6,carbon_bucket,Very High (500+),267,26.611,35.7462,-0.2556,-25.6%,True
xgboost_mitigated,6,carbon_bucket,Very Low (0-100),35,71.2674,35.7462,0.9937,+99.4%,True
xgboost_mitigated,6,weather_condition,Cold (< 5C),996,32.5328,35.7462,-0.0899,-9.0%,False
xgboost_mitigated,6,weather_condition,Mild (5-20C),3251,36.9445,35.7462,0.0335,+3.4%,False
xgboost_mitigated,6,weather_condition,Hot (>= 20C),121,30.0017,35.7462,-0.1607,-16.1%,False
xgboost_mitigated,6,weather_condition,Windy (>= 10 m/s),3428,34.9581,35.7462,-0.022,-2.2%,False
xgboost_mitigated,6,weather_condition,Calm (< 10 m/s),940,38.6204,35.7462,0.0804,+8.0%,False
xgboost_mitigated,6,weather_condition,Overcast (>= 75%),2592,38.3863,35.7462,0.0739,+7.4%,False
xgboost_mitigated,6,weather_condition,Clear (< 25%),1147,31.1183,35.7462,-0.1295,-12.9%,False
