model,horizon,slice_type,slice_value,n_samples,slice_mae,baseline_mae,relative_diff,pct_deviation,flagged
xgboost,24,zone,US-MIDA-PJM,2184,30.2984,43.5161,-0.3037,-30.4%,True
xgboost,24,zone,US-NW-PACW,2184,56.7339,43.5161,0.3037,+30.4%,True
xgboost,24,season,Fall,2928,44.0048,43.5161,0.0112,+1.1%,False
xgboost,24,season,Winter,1440,42.5225,43.5161,-0.0228,-2.3%,False
xgboost,24,carbon_bucket,High (350-500),1681,37.3627,43.5161,-0.1414,-14.1%,False
xgboost,24,carbon_bucket,Low (100-200),476,51.4899,43.5161,0.1832,+18.3%,False
xgboost,24,carbon_bucket,Medium (200-350),1909,48.7573,43.5161,0.1204,+12.0%,False
xgboost,24,carbon_bucket,Very High (500+),267,29.9856,43.5161,-0.3109,-31.1%,True
xgboost,24,carbon_bucket,Very Low (0-100),35,47.9668,43.5161,0.1023,+10.2%,False
xgboost,24,weather_condition,Cold (< 5C),996,36.2939,43.5161,-0.166,-16.6%,False
xgboost,24,weather_condition,Mild (5-20C),3251,45.9825,43.5161,0.0567,+5.7%,False
xgboost,24,weather_condition,Hot (>= 20C),121,36.7006,43.5161,-0.1566,-15.7%,False
xgboost,24,weather_condition,Windy (>= 10 m/s),3428,42.2493,43.5161,-0.0291,-2.9%,False
xgboost,24,weather_condition,Calm (< 10 m/s),940,48.136,43.5161,0.1062,+10.6%,False
xgboost,24,weather_condition,Overcast (>= 75%),2592,47.8923,43.5161,0.1006,+10.1%,False
xgboost,24,weather_condition,Clear (< 25%),1147,34.6468,43.5161,-0.2038,-20.4%,True
