model,horizon,slice_type,slice_value,n_samples,slice_mae,baseline_mae,relative_diff,pct_deviation,flagged
xgboost,1,zone,US-MIDA-PJM,2184,20.5906,26.3966,-0.22,-22.0%,True
xgboost,1,zone,US-NW-PACW,2184,32.2027,26.3966,0.22,+22.0%,True
xgboost,1,season,Fall,2928,26.741,26.3966,0.013,+1.3%,False
xgboost,1,season,Winter,1440,25.6964,26.3966,-0.0265,-2.7%,False
xgboost,1,carbon_bucket,High (350-500),1681,25.2822,26.3966,-0.0422,-4.2%,False
xgboost,1,carbon_bucket,Low (100-200),476,26.2556,26.3966,-0.0053,-0.5%,False
xgboost,1,carbon_bucket,Medium (200-350),1909,28.8811,26.3966,0.0941,+9.4%,False
xgboost,1,carbon_bucket,Very High (500+),267,15.7396,26.3966,-0.4037,-40.4%,True
xgboost,1,carbon_bucket,Very Low (0-100),35,27.6283,26.3966,0.0467,+4.7%,False
xgboost,1,weather_condition,Cold (< 5C),996,23.7399,26.3966,-0.1006,-10.1%,False
xgboost,1,weather_condition,Mild (5-20C),3251,27.2641,26.3966,0.0329,+3.3%,False
xgboost,1,weather_condition,Hot (>= 20C),121,24.9597,26.3966,-0.0544,-5.4%,False
xgboost,1,weather_condition,Windy (>= 10 m/s),3428,25.7836,26.3966,-0.0232,-2.3%,False
xgboost,1,weather_condition,Calm (< 10 m/s),940,28.6322,26.3966,0.0847,+8.5%,False
xgboost,1,weather_condition,Overcast (>= 75%),2592,27.7009,26.3966,0.0494,+4.9%,False
xgboost,1,weather_condition,Clear (< 25%),1147,24.169,26.3966,-0.0844,-8.4%,False
