model,horizon,slice_type,slice_value,n_samples,mae,rmse,r2,mape
lightgbm,1,overall,all,4368,27.4451,35.7604,0.8881,9.5291
lightgbm,1,zone,US-MIDA-PJM,2184,22.2781,28.6209,0.8447,5.5704
lightgbm,1,zone,US-NW-PACW,2184,32.6121,41.6949,0.7659,13.4879
lightgbm,1,season,Fall,2928,27.8517,36.4314,0.839,8.9592
lightgbm,1,season,Winter,1440,26.6183,34.3559,0.9326,10.688
lightgbm,1,carbon_bucket,High (350-500),1681,27.0371,35.1393,0.776,6.9724
lightgbm,1,carbon_bucket,Low (100-200),476,27.4115,35.0572,0.4703,15.5143
lightgbm,1,carbon_bucket,Medium (200-350),1909,29.489,38.036,0.7786,10.8257
lightgbm,1,carbon_bucket,Very High (500+),267,16.0995,21.6448,0.8948,3.6409
lightgbm,1,carbon_bucket,Very Low (0-100),35,22.5658,33.0648,0.1413,25.1205
lightgbm,1,weather_condition,Cold (< 5C),996,25.2484,33.0004,0.9099,7.6001
lightgbm,1,weather_condition,Mild (5-20C),3251,28.169,36.6416,0.8682,10.1921
lightgbm,1,weather_condition,Hot (>= 20C),121,26.0776,33.568,0.8329,7.5954
lightgbm,1,weather_condition,Windy (>= 10 m/s),3428,26.918,35.1329,0.8955,9.2876
lightgbm,1,weather_condition,Calm (< 10 m/s),940,29.3671,37.9611,0.8504,10.41
lightgbm,1,weather_condition,Overcast (>= 75%),2592,28.4062,37.1312,0.8826,10.2207
lightgbm,1,weather_condition,Clear (< 25%),1147,25.8066,33.4769,0.8778,7.8502
