time,temperature_2m,relative_humidity_2m,rain,snowfall,wind_speed_10m,wind_speed_100m,cloud_cover,weather_code,precipitation,pressure_msl,surface_pressure,shortwave_radiation,vapour_pressure_deficit,direct_radiation
2024-11-13 00:00:00+00:00,9.7,84,0.1,0.0,10.1,21.6,100,51,0.1,1008.2,1006.6,0.0,0.19,0.0
2024-11-13 01:00:00+00:00,11.0,72,0.3,0.0,15.3,29.1,100,51,0.3,1007.4,1005.8,0.0,0.37,0.0
2024-11-13 02:00:00+00:00,10.6,79,0.7,0.0,15.0,28.5,100,53,0.7,1006.2,1004.6,0.0,0.27,0.0
2024-11-13 03:00:00+00:00,10.8,78,0.6,0.0,15.0,28.1,100,53,0.6,1005.6,1004.0,0.0,0.28,0.0
2024-11-13 04:00:00+00:00,9.8,92,1.4,0.0,9.8,21.4,100,61,1.4,1004.5,1002.9,0.0,0.09,0.0
2024-11-13 05:00:00+00:00,10.5,91,1.5,0.0,14.6,29.5,100,61,1.5,1004.0,1002.4,0.0,0.11,0.0
2024-11-13 06:00:00+00:00,10.9,90,2.6,0.0,27.4,48.0,100,63,2.6,1003.7,1002.1,0.0,0.14,0.0
2024-11-13 07:00:00+00:00,11.1,85,1.0,0.0,26.8,46.0,100,55,1.0,1003.2,1001.6,0.0,0.2,0.0
2024-11-13 08:00:00+00:00,10.6,89,1.5,0.0,29.7,51.1,100,61,1.5,1003.5,1001.9,4.0,0.15,0.0
2024-11-13 09:00:00+00:00,10.6,87,1.6,0.0,21.4,36.8,100,61,1.6,1003.3,1001.7,15.0,0.17,0.0
2024-11-13 10:00:00+00:00,10.6,90,1.4,0.0,28.5,49.6,100,61,1.4,1002.7,1001.1,40.0,0.13,0.0
2024-11-13 11:00:00+00:00,11.0,85,1.4,0.0,29.9,50.6,100,61,1.4,1002.8,1001.2,50.0,0.2,0.0
2024-11-13 12:00:00+00:00,11.9,79,0.3,0.0,23.9,39.9,100,51,0.3,1002.5,1000.9,194.0,0.29,41.0
2024-11-13 13:00:00+00:00,11.8,84,0.4,0.0,20.7,35.1,95,51,0.4,1002.6,1001.0,207.0,0.22,42.0
2024-11-13 14:00:00+00:00,11.7,83,0.1,0.0,18.7,32.9,100,51,0.1,1002.8,1001.2,175.0,0.23,59.0
2024-11-13 15:00:00+00:00,11.9,78,0.0,0.0,22.4,38.6,99,3,0.0,1003.0,1001.4,115.0,0.3,15.0
2024-11-13 16:00:00+00:00,11.2,76,0.1,0.0,22.4,39.1,100,51,0.1,1003.7,1002.1,59.0,0.32,6.0
2024-11-13 17:00:00+00:00,10.2,81,0.1,0.0,21.1,37.6,100,51,0.1,1004.5,1002.9,7.0,0.24,0.0
2024-11-13 18:00:00+00:00,10.2,78,0.0,0.0,23.0,40.3,94,3,0.0,1005.4,1003.8,0.0,0.28,0.0
2024-11-13 19:00:00+00:00,10.0,81,0.3,0.0,22.6,39.8,100,51,0.3,1006.2,1004.6,0.0,0.24,0.0
2024-11-13 20:00:00+00:00,9.9,85,0.6,0.0,22.6,40.0,100,53,0.6,1006.6,1005.0,0.0,0.19,0.0
2024-11-13 21:00:00+00:00,9.8,85,0.1,0.0,22.8,40.3,100,51,0.1,1007.2,1005.6,0.0,0.18,0.0
2024-11-13 22:00:00+00:00,9.9,84,0.0,0.0,23.5,41.5,100,3,0.0,1007.7,1006.1,0.0,0.19,0.0
2024-11-13 23:00:00+00:00,9.6,82,0.3,0.0,24.6,42.5,98,51,0.3,1008.4,1006.8,0.0,0.22,0.0
2024-11-14 00:00:00+00:00,9.1,86,2.9,0.0,26.6,46.1,100,63,2.9,1008.8,1007.2,0.0,0.17,0.0
2024-11-14 01:00:00+00:00,8.2,86,1.4,0.0,25.5,43.5,100,61,1.4,1009.8,1008.2,0.0,0.15,0.0
2024-11-14 02:00:00+00:00,8.0,89,1.5,0.0,24.1,41.9,100,61,1.5,1010.5,1008.9,0.0,0.12,0.0
2024-11-14 03:00:00+00:00,8.6,88,0.2,0.0,22.1,38.1,100,51,0.2,1011.1,1009.5,0.0,0.13,0.0
2024-11-14 04:00:00+00:00,8.6,92,0.2,0.0,21.9,38.5,100,51,0.2,1011.6,1010.0,0.0,0.09,0.0
2024-11-14 05:00:00+00:00,8.4,92,1.3,0.0,18.2,32.8,100,61,1.3,1012.7,1011.1,0.0,0.09,0.0
2024-11-14 06:00:00+00:00,8.4,96,0.9,0.0,17.8,32.2,100,53,0.9,1013.5,1011.9,0.0,0.05,0.0
2024-11-14 07:00:00+00:00,8.2,95,1.3,0.0,16.7,30.7,100,61,1.3,1014.1,1012.5,0.0,0.05,0.0
2024-11-14 08:00:00+00:00,8.2,93,0.4,0.0,15.4,27.2,93,51,0.4,1014.8,1013.2,9.0,0.07,0.0
2024-11-14 09:00:00+00:00,8.9,91,0.1,0.0,18.4,29.9,33,51,0.1,1014.9,1013.3,95.0,0.11,33.0
2024-11-14 10:00:00+00:00,9.9,87,0.0,0.0,15.4,24.2,40,1,0.0,1014.9,1013.3,249.0,0.16,169.0
2024-11-14 11:00:00+00:00,10.9,77,0.0,0.0,16.9,26.0,84,3,0.0,1014.9,1013.3,337.0,0.31,247.0
2024-11-14 12:00:00+00:00,11.1,73,2.8,0.0,15.8,23.5,56,63,2.8,1014.8,1013.2,298.0,0.36,140.0
2024-11-14 13:00:00+00:00,11.6,73,2.8,0.0,13.4,20.0,100,63,2.8,1014.5,1012.9,318.0,0.38,213.0
2024-11-14 14:00:00+00:00,11.2,74,4.7,0.0,12.3,19.3,94,63,4.7,1014.3,1012.7,145.0,0.35,30.0
2024-11-14 15:00:00+00:00,9.9,83,3.7,0.0,9.5,15.6,97,63,3.7,1014.9,1013.3,111.0,0.21,34.0
2024-11-14 16:00:00+00:00,8.9,87,3.6,0.0,5.5,10.7,98,63,3.6,1015.4,1013.8,68.0,0.15,13.0
2024-11-14 17:00:00+00:00,8.2,90,0.7,0.0,2.1,8.2,99,53,0.7,1015.7,1014.1,8.0,0.11,0.0
2024-11-14 18:00:00+00:00,8.2,91,0.1,0.0,2.6,6.7,100,51,0.1,1016.1,1014.5,0.0,0.1,0.0
2024-11-14 19:00:00+00:00,7.8,95,0.1,0.0,2.4,7.0,100,51,0.1,1016.4,1014.8,0.0,0.05,0.0
2024-11-14 20:00:00+00:00,7.9,94,0.2,0.0,5.6,11.6,100,51,0.2,1016.5,1014.9,0.0,0.06,0.0
