time,temperature_2m,relative_humidity_2m,rain,snowfall,wind_speed_10m,wind_speed_100m,cloud_cover,weather_code,precipitation,pressure_msl,surface_pressure,shortwave_radiation,vapour_pressure_deficit,direct_radiation
2025-11-20 00:00:00+00:00,7.1,87,1.2,0.0,10.6,19.9,100,55,1.2,1012.4,1010.8,0.0,0.13,0.0
2025-11-20 01:00:00+00:00,6.7,94,1.8,0.0,9.4,18.7,100,61,1.8,1012.8,1011.2,0.0,0.06,0.0
2025-11-20 02:00:00+00:00,6.8,94,1.6,0.0,7.0,16.3,100,61,1.6,1013.2,1011.6,0.0,0.06,0.0
2025-11-20 03:00:00+00:00,6.9,95,0.9,0.0,7.1,14.4,100,53,0.9,1014.0,1012.4,0.0,0.05,0.0
2025-11-20 04:00:00+00:00,7.2,94,0.4,0.0,8.0,16.9,96,51,0.4,1014.4,1012.8,0.0,0.06,0.0
2025-11-20 05:00:00+00:00,7.2,94,0.2,0.0,10.6,22.1,48,51,0.2,1015.1,1013.5,0.0,0.06,0.0
2025-11-20 06:00:00+00:00,6.9,95,0.0,0.0,9.9,21.8,39,1,0.0,1015.7,1014.1,0.0,0.05,0.0
2025-11-20 07:00:00+00:00,6.1,96,0.0,0.0,6.0,17.5,77,2,0.0,1016.4,1014.8,0.0,0.04,0.0
2025-11-20 08:00:00+00:00,6.6,94,0.0,0.0,4.8,10.2,100,3,0.0,1017.2,1015.6,14.0,0.06,4.0
2025-11-20 09:00:00+00:00,7.7,94,0.0,0.0,6.3,11.6,84,3,0.0,1018.0,1016.4,65.0,0.06,4.0
2025-11-20 10:00:00+00:00,8.6,93,0.0,0.0,4.0,8.3,100,3,0.0,1018.6,1017.0,173.0,0.07,61.0
2025-11-20 11:00:00+00:00,9.7,88,0.0,0.0,3.7,6.1,100,3,0.0,1018.9,1017.3,199.0,0.14,55.0
2025-11-20 12:00:00+00:00,11.0,78,0.0,0.0,3.1,4.6,64,2,0.0,1018.9,1017.3,243.0,0.29,54.0
2025-11-20 13:00:00+00:00,11.8,66,0.0,0.0,4.6,6.7,19,0,0.0,1018.9,1017.3,291.0,0.46,165.0
2025-11-20 14:00:00+00:00,12.0,62,0.0,0.0,6.3,9.3,19,0,0.0,1018.7,1017.1,286.0,0.54,207.0
2025-11-20 15:00:00+00:00,11.7,64,0.0,0.0,6.1,9.7,20,1,0.0,1018.7,1017.1,218.0,0.49,153.0
2025-11-20 16:00:00+00:00,10.6,74,0.0,0.0,0.2,2.0,19,0,0.0,1019.3,1017.7,96.0,0.33,52.0
2025-11-20 17:00:00+00:00,9.0,78,0.0,0.0,2.5,4.8,97,3,0.0,1019.8,1018.2,9.0,0.25,3.0
2025-11-20 18:00:00+00:00,8.1,83,0.0,0.0,5.5,13.7,48,1,0.0,1020.5,1018.9,0.0,0.19,0.0
2025-11-20 19:00:00+00:00,8.1,85,0.0,0.0,5.8,16.7,11,0,0.0,1021.6,1020.0,0.0,0.16,0.0
2025-11-20 20:00:00+00:00,7.0,89,0.0,0.0,4.7,14.9,32,1,0.0,1022.5,1020.9,0.0,0.11,0.0
2025-11-20 21:00:00+00:00,6.6,89,0.0,0.0,3.1,9.5,89,3,0.0,1022.7,1021.1,0.0,0.11,0.0
2025-11-20 22:00:00+00:00,6.2,89,0.0,0.0,2.6,10.7,97,3,0.0,1023.5,1021.9,0.0,0.11,0.0
2025-11-20 23:00:00+00:00,5.5,89,0.0,0.0,4.9,14.4,46,1,0.0,1023.4,1021.8,0.0,0.1,0.0
2025-11-21 00:00:00+00:00,4.8,91,0.0,0.0,1.1,7.9,9,0,0.0,1023.6,1022.0,0.0,0.08,0.0
2025-11-21 01:00:00+00:00,4.0,94,0.0,0.0,2.2,9.9,22,1,0.0,1023.2,1021.6,0.0,0.05,0.0
2025-11-21 02:00:00+00:00,3.8,94,0.0,0.0,0.2,3.1,65,2,0.0,1023.0,1021.4,0.0,0.05,0.0
2025-11-21 03:00:00+00:00,3.7,96,0.0,0.0,3.3,6.9,55,2,0.0,1023.4,1021.8,0.0,0.03,0.0
2025-11-21 04:00:00+00:00,3.6,98,0.0,0.0,1.3,7.7,100,3,0.0,1024.7,1023.1,0.0,0.01,0.0
2025-11-21 05:00:00+00:00,3.2,98,0.0,0.0,2.8,5.8,100,3,0.0,1024.7,1023.1,0.0,0.02,0.0
2025-11-21 06:00:00+00:00,2.9,98,0.0,0.0,2.0,6.4,100,3,0.0,1024.7,1023.1,0.0,0.02,0.0
2025-11-21 07:00:00+00:00,3.0,98,0.0,0.0,2.8,4.0,100,3,0.0,1025.3,1023.7,0.0,0.01,0.0
2025-11-21 08:00:00+00:00,3.4,99,0.0,0.0,4.7,6.5,100,3,0.0,1025.4,1023.8,10.0,0.01,1.0
2025-11-21 09:00:00+00:00,3.8,100,0.0,0.0,4.2,6.5,100,3,0.0,1025.6,1024.0,60.0,0.0,0.0
2025-11-21 10:00:00+00:00,4.0,100,0.0,0.0,2.8,3.0,100,3,0.0,1026.2,1024.6,115.0,0.0,2.0
2025-11-21 11:00:00+00:00,5.1,97,0.0,0.0,2.6,2.4,100,3,0.0,1026.1,1024.5,156.0,0.03,12.0
2025-11-21 12:00:00+00:00,6.0,93,0.0,0.0,1.8,1.8,100,3,0.0,1025.6,1024.0,178.0,0.06,2.0
2025-11-21 13:00:00+00:00,6.8,90,0.0,0.0,2.4,3.1,100,3,0.0,1025.1,1023.5,186.0,0.1,19.0
2025-11-21 14:00:00+00:00,7.7,87,0.0,0.0,1.5,2.0,76,2,0.0,1024.4,1022.8,246.0,0.14,98.0
2025-11-21 15:00:00+00:00,7.9,87,0.0,0.0,1.5,1.9,49,1,0.0,1024.3,1022.7,189.0,0.14,92.0
2025-11-21 16:00:00+00:00,7.9,88,0.0,0.0,0.7,2.3,8,0,0.0,1024.0,1022.4,93.0,0.12,46.0
2025-11-21 17:00:00+00:00,6.8,90,0.0,0.0,0.4,1.5,2,0,0.0,1024.1,1022.5,9.0,0.1,3.0
2025-11-21 18:00:00+00:00,6.6,91,0.0,0.0,0.4,2.5,13,0,0.0,1024.4,1022.8,0.0,0.09,0.0
2025-11-21 19:00:00+00:00,6.1,93,0.0,0.0,1.1,4.9,68,2,0.0,1024.3,1022.7,0.0,0.07,0.0
